file_path,label
data/train/real/2582_0.jpg,1
data/train/real/3311_0.jpg,1
data/train/real/82_0.jpg,1
data/train/real/433_0.jpg,1
data/train/real/3461_0.jpg,1
data/train/real/1978_0.jpg,1
data/train/real/87_0.jpg,1
data/train/real/3994_0.jpg,1
data/train/real/449_0.jpg,1
data/train/real/1647_0.jpg,1
data/train/real/2864_0.jpg,1
data/train/real/181_0.jpg,1
data/train/real/1111_0.jpg,1
data/train/real/4774_0.jpg,1
data/train/real/1724_0.jpg,1
data/train/real/5102_0.jpg,1
data/train/real/4987_0.jpg,1
data/train/real/2645_0.jpg,1
data/train/real/479_0.jpg,1
data/train/real/3012_0.jpg,1
data/train/real/1546_0.jpg,1
data/train/real/2609_0.jpg,1
data/train/real/1641_0.jpg,1
data/train/real/1640_0.jpg,1
data/train/real/3538_0.jpg,1
data/train/real/3104_0.jpg,1
data/train/real/1485_0.jpg,1
data/train/real/2107_0.jpg,1
data/train/real/1814_0.jpg,1
data/train/real/4489_0.jpg,1
data/train/real/3825_0.jpg,1
data/train/real/156_0.jpg,1
data/train/real/5042_0.jpg,1
data/train/real/4493_0.jpg,1
data/train/real/4347_0.jpg,1
data/train/real/998_0.jpg,1
data/train/real/4371_0.jpg,1
data/train/real/203_0.jpg,1
data/train/real/3980_0.jpg,1
data/train/real/975_0.jpg,1
data/train/real/774_0.jpg,1
data/train/real/4689_1.jpg,1
data/train/real/1231_0.jpg,1
data/train/real/1013_0.jpg,1
data/train/real/362_0.jpg,1
data/train/real/2785_0.jpg,1
data/train/real/2966_0.jpg,1
data/train/real/5022_0.jpg,1
data/train/real/1210_2.jpg,1
data/train/real/2315_0.jpg,1
data/train/real/5189_0.jpg,1
data/train/real/2717_1.jpg,1
data/train/real/3653_0.jpg,1
data/train/real/819_0.jpg,1
data/train/real/2886_0.jpg,1
data/train/real/4602_0.jpg,1
data/train/real/368_0.jpg,1
data/train/real/5371_0.jpg,1
data/train/real/4378_0.jpg,1
data/train/real/2200_0.jpg,1
data/train/real/4785_0.jpg,1
data/train/real/3251_0.jpg,1
data/train/real/169_0.jpg,1
data/train/real/5577_0.jpg,1
data/train/real/60_0.jpg,1
data/train/real/220_0.jpg,1
data/train/real/3786_0.jpg,1
data/train/real/1167_0.jpg,1
data/train/real/2055_0.jpg,1
data/train/real/4113_0.jpg,1
data/train/real/3752_0.jpg,1
data/train/real/2483_0.jpg,1
data/train/real/2908_0.jpg,1
data/train/real/2516_0.jpg,1
data/train/real/5440_0.jpg,1
data/train/real/1972_0.jpg,1
data/train/real/3789_0.jpg,1
data/train/real/5015_0.jpg,1
data/train/real/2238_0.jpg,1
data/train/real/5012_0.jpg,1
data/train/real/4303_0.jpg,1
data/train/real/2822_0.jpg,1
data/train/real/1273_0.jpg,1
data/train/real/4251_0.jpg,1
data/train/real/3644_0.jpg,1
data/train/real/477_0.jpg,1
data/train/real/3516_0.jpg,1
data/train/real/5285_0.jpg,1
data/train/real/1919_0.jpg,1
data/train/real/5379_0.jpg,1
data/train/real/4202_0.jpg,1
data/train/real/408_0.jpg,1
data/train/real/827_0.jpg,1
data/train/real/5653_0.jpg,1
